IDventa,Numero de Ticket,Nombre cliente,IDVendedor
1377,2376,Balduino Nadal Seco,3
1378,2377,Chus Arce Carreño,7
1379,2378,Juan Luis Nicodemo Barriga Huguet,1
1380,2379,Juan José Palacios León,4
1381,2380,Ariel Bonilla Vallés,2
1382,2381,Goyo López Somoza,3
1383,2382,Anselma Perea Carrasco,5
1384,2383,América Malo Hernandez,5
1385,2384,Geraldo Velasco Mosquera,1
1386,2385,Chucho Calzada Viña,1
1387,2386,Faustino Muro Guardia,7
1388,2387,Nazaret de Hernando,6
1389,2388,Emiliana España-Ferrera,9
1390,2389,Mauricio Nuñez Tamarit,3
1391,2390,Sergio Fajardo Bartolomé,2
1392,2391,Berta Carrión Cabrera,5
1393,2392,Rufino Cerezo Bustamante,8
1394,2393,Hortensia Nogueira Bastida,5
1395,2394,Baltasar Cánovas Vaquero,2
1396,2395,Salomé del Sobrino,5
1397,2396,Aroa Calderón Múñiz,7
1398,2397,Marisa Macaria Costa Comas,1
1399,2398,Jordana Valera,4
1400,2399,Balduino de Barral,4
1401,2400,Melania Cuesta Blanca,5
1402,2401,Zacarías Dueñas Vizcaíno,5
1403,2402,Adela de Luz,7
1404,2403,Miguela Díez Cámara,2
1405,2404,Ramón Alsina-Carnero,2
1406,2405,Manolo Murcia Cánovas,1
1407,2406,Juan Luis Cobo Escrivá,7
1408,2407,Zacarías de Bonilla,5
1409,2408,Valeria Ibañez,1
1410,2409,Evita Marquez Salvador,8
1411,2410,Lupita del Castrillo,6
1412,2411,Ricardo Huguet Gutiérrez,1
1413,2412,Tania Osuna Castells,7
1414,2413,Elisabet Sánchez Chaves,5
1415,2414,Josué Abellán Calvet,3
1416,2415,Mauricio Trinidad Duran Aznar,5
1417,2416,Maura Serrano Castells,2
1418,2417,Dionisio Reyes Borrell,2
1419,2418,Corona Núñez-Barrio,5
1420,2419,Angelino Mas Fábregas,10
1421,2420,Segismundo Amores-Múgica,7
1422,2421,Jordi Ripoll-Delgado,4
1423,2422,Ildefonso Benítez Mir,1
1424,2423,Rosalinda Patiño,4
1425,2424,Teresa Báez-Laguna,7
1426,2425,Vito Tormo-Águila,2
1427,2426,Rosalinda Cáceres Diez,8
1428,2427,Yésica Calleja Aroca,9
1429,2428,Íñigo Cantero Atienza,2
1430,2429,Pedro Julián Figueras,9
1431,2430,Máximo Sanjuan Milla,4
1432,2431,Emigdio Tapia Simó,4
1433,2432,Violeta Roig Tirado,6
1434,2433,Herminio Pujol Pedro,10
1435,2434,Maxi Sáenz Melero,5
1436,2435,Lourdes Echeverría Calleja,3
1437,2436,Abel Capdevila Bosch,8
1438,2437,Ciríaco Buendía Aliaga,4
1439,2438,Pía Asensio Baeza,6
1440,2439,Lina Prats Linares,7
1441,2440,Matías Baeza Zamora,10
1442,2441,Celestino Batalla Echevarría,4
1443,2442,Anastasio Hoz Cuesta,1
1444,2443,Manolo Montero,6
1445,2444,Macarena Castelló Benitez,1
1446,2445,Jacinta de Almansa,7
1447,2446,Jose Carlos Bernal Pedrosa,5
1448,2447,Visitación Nieto-Tomas,5
1449,2448,Tomás Pagès Royo,9
1450,2449,Juan Sanabria Acosta,2
1451,2450,Basilio Villalonga Ledesma,8
1452,2451,Darío Corbacho Murillo,9
1453,2452,Rafa de Lumbreras,3
1454,2453,Leyre Petrona Coloma Madrid,2
1455,2454,Palmira Ortuño Echevarría,3
1456,2455,Ana Belén Hernández,8
1457,2456,Vera Hoyos Porta,10
1458,2457,Gabriela Jurado Olivé,3
1459,2458,Lupe Losa Pareja,7
1460,2459,Asunción Gomis Portillo,4
1461,2460,Joaquina Llabrés Galván,1
1462,2461,Sebastián Mascaró Hoyos,4
1463,2462,Rita Donoso,2
1464,2463,Wilfredo Herrera Mercader,10
1465,2464,Marino Alonso Jódar,5
1466,2465,Lola Guijarro Zamora,8
1467,2466,Natividad Canales Planas,1
1468,2467,Encarnacion Alcolea-Pazos,3
1469,2468,Jacinta Seco-Barral,4
1470,2469,José Comas-Domingo,10
1471,2470,Rafael de Delgado,9
1472,2471,Pili Perlita Luna Castillo,7
1473,2472,Petrona Ale Portero Mora,8
1474,2473,Manuela Cases Díez,3
1475,2474,Guillermo Jaime Iniesta Cabeza,2
1476,2475,Marcelino Saura Villar,6
1477,2476,Dimas Francisco Frías,7
1478,2477,Albano Bustos Hernandez,4
1479,2478,Narciso Moisés Cervera Pardo,10
1480,2479,David Escalona Pomares,2
1481,2480,Victor Manuel Ariza Núñez,5
1482,2481,Carmina Méndez Plana,6
1483,2482,Valeria Palmira Pedrero Cabeza,10
1484,2483,Jose Ignacio Fábregas Gálvez,1
1485,2484,Bartolomé Roman,8
1486,2485,Yago Tomé Martí,2
1487,2486,Vidal Busquets Mármol,4
1488,2487,Nando Giménez Bas,2
1489,2488,Luna Marita Carbajo Quintanilla,3
1490,2489,Joaquina Galván Tolosa,9
1491,2490,Encarnita Llopis Camps,8
1492,2491,Sancho Pozo Domínguez,7
1493,2492,Vicenta Casado Abascal,1
1494,2493,Liliana Linares Bosch,7
1495,2494,Charo Garay,7
1496,2495,Gabriel Villalonga Lara,2
1497,2496,Celia Guillén Bartolomé,6
1498,2497,Cecilio Campoy-Barceló,7
1499,2498,Miriam Llano Valle,7
1500,2499,Humberto del Piñol,3
1501,2500,Evita Salas Alsina,9
1502,2501,Lara Cuéllar Villalobos,3
1503,2502,Salud Barrena Gaya,7
1504,2503,Elena Sedano Mascaró,7
1505,2504,Elena Amores-Nogués,4
1506,2505,Alcides Eustaquio Valera Soler,2
1507,2506,Nydia Ortuño Puga,10
1508,2507,Paola Iglesias Arnaiz,4
1509,2508,Ruth Adán-Rovira,10
1510,2509,Benigno Carpio-Miranda,7
1511,2510,Eustaquio Camps Estevez,1
1512,2511,Dionisia Ferreras Peñalver,6
1513,2512,Iván Pagès Roman,2
1514,2513,Marisela Camila Valls Ordóñez,8
1515,2514,Nacho Carretero Huerta,10
1516,2515,Jose Llobet,10
1517,2516,Evita Mendez Solís,5
1518,2517,Trini Rodriguez Carbó,10
1519,2518,Mariana Etelvina Lucas Bustamante,8
1520,2519,Fortunata Pareja Caballero,10
1521,2520,Martin Sanabria Torre,10
1522,2521,Juan Carlos del Duran,2
1523,2522,Prudencio de Valdés,2
1524,2523,Catalina Franch Mesa,8
1525,2524,Danilo Solís,10
1526,2525,Juan Palomar,1
1527,2526,Amílcar del Malo,10
1528,2527,Leticia de Sala,4
1529,2528,Conrado de Barriga,1
1530,2529,Vilma Rodríguez-Carbó,5
1531,2530,Aurelia Salamanca Criado,5
1532,2531,Ciro Castellanos Segura,4
1533,2532,María Del Carmen Quiroga Mascaró,1
1534,2533,Gabriel Solano Anguita,9
1535,2534,Maximiliano Alberto Carranza Soriano,9
1536,2535,Felipa Evita Soriano Porta,1
1537,2536,Samanta Marco Barrera,5
1538,2537,Andrés Felipe Moya,5
1539,2538,María Jesús Barrios Pina,3
1540,2539,Silvio Abril Fajardo,5
1541,2540,Aarón Adán Catalán,4
1542,2541,Pascuala de Ramis,2
1543,2542,Rosalía del Perelló,3
1544,2543,Jordana Gibert Cornejo,9
1545,2544,Judith Tomasa Sáenz Hernando,6
1546,2545,Hernando Hernandez Rocamora,2
1547,2546,Renata Gascón Viña,9
1548,2547,Javier Mínguez Palacio,10
1549,2548,Susanita Llorens Salcedo,10
1550,2549,Gerardo Pomares Teruel,2
1551,2550,Marino Miguel Ureña,10
1552,2551,Renata Clemente Barberá,9
1553,2552,Calisto Riquelme Ochoa,10
1554,2553,Timoteo Bas Villanueva,1
1555,2554,Hector Tudela Amaya,6
1556,2555,Isaura Carla Vazquez Catalá,7
1557,2556,Bonifacio Badía Montenegro,6
1558,2557,Chema Benitez,3
1559,2558,Hilda Jáuregui Guijarro,6
1560,2559,Tania Dalmau Rodríguez,10
1561,2560,Tecla de Amigó,1
1562,2561,Mariana Escribano Gallego,9
1563,2562,Pelayo Jordán Cañas,1
1564,2563,Josep Tapia Sebastián,9
1565,2564,Ale Roselló Aragón,7
1566,2565,Fabricio Pedrero Paredes,4
1567,2566,Nando del Bayo,7
1568,2567,Ale Ríos Barrios,3
1569,2568,Melisa Campoy Noriega,2
1570,2569,Leonardo Azcona Guardia,2
1571,2570,Marcia Moraleda Benavent,2
1572,2571,Feliciano del Villa,8
1573,2572,Manuela Prat-Manjón,9
1574,2573,Macaria Iglesia Azcona,4
1575,2574,Jesús Molina,4
1576,2575,Arturo Flor,8
1577,2576,Ligia Iglesia Guitart,9
1578,2577,Porfirio Prat Maza,8
1579,2578,Modesta Buendía Mateu,9
1580,2579,Francisco Jose Jordá Marin,1
1581,2580,Daniela Gimenez,6
1582,2581,Gerónimo Palmer,9
1583,2582,Candelario Heredia Casal,10
1584,2583,Florentino Segarra-Rocamora,8
1585,2584,Belen Elisabet Acevedo Calatayud,1
1586,2585,Lola Vives-Goñi,10
1587,2586,Lorena Alberdi Viña,5
1588,2587,Clarisa Anguita Blázquez,2
1589,2588,Amílcar Sedano,7
1590,2589,Leandro Querol Arrieta,5
1591,2590,Fulgencio Clemente Zamora,5
1592,2591,Dulce Lorena Huguet Becerra,8
1593,2592,Elisabet Almagro Saldaña,2
1594,2593,Nydia Guzman Talavera,2
1595,2594,Benito Izaguirre-Mateos,10
1596,2595,Amada Perales Solano,10
1597,2596,Angelino Tena Cuenca,8
1598,2597,Obdulia Tejero Polo,9
1599,2598,Miguel Godoy Pinto,7
1600,2599,Plinio Bustos Bustos,6
1601,2600,Delia Palomares Galan,8
1602,2601,Samanta de Villegas,1
1603,2602,Casandra Gámez Peinado,10
1604,2603,Valentín Losa Esparza,2
1605,2604,Cecilia Ramirez Beltran,8
1606,2605,Ascensión Salom Gil,5
1607,2606,Néstor Crespo Alcaraz,3
1608,2607,Azahara Leiva,9
1609,2608,Ramón Figuerola Martorell,4
1610,2609,Aurora Mariño,10
1611,2610,Amaro Quintero Pinilla,10
1612,2611,Pastora Arias Ferrero,2
1613,2612,Roberta Vara Llorens,8
1614,2613,Rosalía Vara Bustos,10
1615,2614,Santos José Antonio Figuerola Martorell,6
1616,2615,Pascuala Moliner Albero,3
1617,2616,Ámbar Iglesia Bermúdez,1
1618,2617,Cruz de Antón,6
1619,2618,Yéssica Capdevila,10
1620,2619,Juan Bautista Barrios Román,1
1621,2620,Marcelino Jose Antonio Robledo Yuste,1
1622,2621,Graciano Tamayo Bejarano,8
1623,2622,María Cristina Ramis Sarmiento,9
1624,2623,Eutimio Solana Cordero,7
1625,2624,Efraín Alcaraz Pedraza,8
1626,2625,Magdalena Vicens-García,4
1627,2626,Isidro Vargas Escobar,8
1628,2627,Jafet Julián-Maza,6
1629,2628,Bernardo Collado Salinas,5
1630,2629,Pili Palmer Arnaiz,6
1631,2630,Rosario Gabaldón Sales,1
1632,2631,Ana Sofía Eliana Cisneros Sotelo,7
1633,2632,Severo Campo,4
1634,2633,Reynaldo Paniagua-Coloma,8
1635,2634,Lupe Maite Puerta Murillo,10
1636,2635,Malena Arcos Peralta,5
1637,2636,Mauricio Flores Colomer,1
1638,2637,Emilia Morante Luque,9
1639,2638,Ámbar Alcázar,4
1640,2639,Josefina Castells-Ortuño,2
1641,2640,Benita Baeza Molins,3
1642,2641,Anselma Bonet Trillo,6
1643,2642,Olalla Nieto Costa,6
1644,2643,Mar Rincón Pombo,6
1645,2644,Leandro Macario Dávila Marti,2
1646,2645,Toño Pina Pardo,9
1647,2646,Emilia Llobet,1
1648,2647,Chuy Giner Soler,9
1649,2648,Javier España Jove,3
1650,2649,Jennifer Castells Planas,8
1651,2650,Edelmira Martí Peiró,2
1652,2651,Evangelina Rosales Barrio,5
1653,2652,Beatriz Talavera Toledo,10
1654,2653,Juan Francisco Ávila Jover,7
1655,2654,Bernarda Morillo Figuerola,2
1656,2655,Ester Jordán Jara,7
1657,2656,Salomón de Boix,6
1658,2657,Anacleto Aguirre Villegas,9
1659,2658,Eli Mariscal Busquets,10
1660,2659,Olivia Calleja-Dueñas,5
1661,2660,Inocencio Campillo,7
1662,2661,Emperatriz Carrera,7
1663,2662,Hernando Jerónimo Escudero Cañizares,4
1664,2663,Hernán Tovar,5
1665,2664,Nicolasa Ale Cueto Moreno,2
1666,2665,Evaristo Ávila Yáñez,4
1667,2666,Laura Aznar Gordillo,7
1668,2667,Tecla Leyre Román Gibert,7
1669,2668,Luís Madrid Ugarte,9
1670,2669,Mayte Pablo,3
1671,2670,Jennifer Carrera-Duran,7
1672,2671,Aitor Guzman-Hoyos,4
1673,2672,Violeta Badía Galiano,3
1674,2673,Edgardo del Melero,9
1675,2674,Graciela Salamanca Clavero,2
1676,2675,Florentino Poza,6
1677,2676,Hilario de Bautista,1
1678,2677,Valeria Peiró,9
1679,2678,Elba Nicolau Pina,7
1680,2679,Pelayo Viana Villanueva,6
1681,2680,Aitana Hernandez Murcia,6
1682,2681,Anita Mármol Rivas,5
1683,2682,Martin Torres,10
1684,2683,Josefina del Duarte,5
1685,2684,Abril del Heredia,5
1686,2685,Petrona Samper Canals,5
1687,2686,Benigna Sebastián Giménez,4
1688,2687,Guadalupe Bayona Hurtado,7
1689,2688,Sol Catalá Cerdá,1
1690,2689,Rosendo Fonseca Gálvez,1
1691,2690,Alcides Solano Infante,7
1692,2691,Valeria Colom-Cuesta,3
1693,2692,Victoria Crespo Diez,4
1694,2693,José Ángel Paniagua Roma,7
1695,2694,Fidela Heredia,2
1696,2695,Cintia Torrecilla Galan,8
1697,2696,Aarón Roig-Torrecilla,1
1698,2697,Isaac Mariscal Gomez,3
1699,2698,Ruben del Navarrete,1
1700,2699,Poncio Reyes Huertas,8
1701,2700,Jose Angel Aguilera Bayo,6
1702,2701,María Del Carmen Mir Cortés,1
1703,2702,Amador Pagès Gonzalez,6
1704,2703,Horacio del Nicolás,5
1705,2704,Clotilde Carnero Navarrete,1
1706,2705,Sonia Roberta Boada Peinado,6
1707,2706,Ariel Baeza-Urrutia,10
1708,2707,Severino Campos Murillo,2
1709,2708,Venceslás Esteve Águila,7
1710,2709,Gastón Saldaña Maldonado,2
1711,2710,Emilio Múñiz Benavente,4
1712,2711,Amalia Torrents-Caparrós,9
1713,2712,Casemiro Mateo Carballo,9
1714,2713,Ligia Mir Colom,5
1715,2714,Úrsula Florentina Franch Reyes,1
1716,2715,Sara Borrego Fábregas,10
1717,2716,Piedad Ortiz Vara,9
1718,2717,María Pilar Alba Alonso,7
1719,2718,Leire Esperanza Naranjo Ibáñez,5
1720,2719,Amílcar Valls Villalba,10
1721,2720,Araceli Cepeda Milla,3
1722,2721,Lucas Carnero Sanz,10
1723,2722,Adalberto Carmona Yáñez,6
1724,2723,Agustín Duran Alemany,7
1725,2724,Domingo Terrón,1
1726,2725,Teobaldo Aguado Lladó,4
1727,2726,Viviana Mesa,9
1728,2727,Rolando del Roman,8
1729,2728,Oriana de Valdés,2
1730,2729,Julio César Adadia,7
1731,2730,Rita Pinilla Lozano,7
1732,2731,Vanesa Santiago Río,9
1733,2732,Bruno Gibert Mateo,5
1734,2733,Erasmo de Cazorla,7
1735,2734,Maxi Malo Vaquero,2
1736,2735,Horacio Escolano Molins,3
1737,2736,María Ángeles Diego Salvador,1
1738,2737,Cayetano Alberto,5
1739,2738,Adán Arnau Cañellas,1
1740,2739,Carmela Maldonado Roselló,8
1741,2740,Alejandro del Arce,2
1742,2741,Sebastián Navarro Barrera,5
1743,2742,René Buenaventura Zamora Tenorio,5
1744,2743,Octavio Beltrán Iniesta,10
1745,2744,Ignacia Solé Cabeza,3
1746,2745,Marino Blanch,1
1747,2746,Ángela del Saavedra,8
1748,2747,Graciana Armas Ariza,8
1749,2748,Raimundo Guitart Borja,7
1750,2749,René de Arellano,1
1751,2750,Pili Natividad Diez Ibáñez,1
1752,2751,Ismael Rosell Zamora,10
1753,2752,Prudencio Jordán-Luís,5
1754,2753,Felicidad Asenjo Lladó,9
1755,2754,Roberto Jaume,8
1756,2755,Sancho Dávila Tejera,4
1757,2756,Federico Coello Asensio,9
1758,2757,Rubén Fernández Robles,7
1759,2758,Fito Bayo-Roura,5
1760,2759,Micaela Fuster Sáez,2
1761,2760,Ceferino Villaverde Juárez,7
1762,2761,Benigno Aguiló Aranda,5
1763,2762,Clara Domínguez Gordillo,5
1764,2763,Curro Puente Grande,3
1765,2764,Arsenio Losa Recio,8
1766,2765,Cloe Alcalde Figueras,1
1767,2766,Chus Tapia Rosselló,5
1768,2767,Carla Lucas Hoz,10
1769,2768,Jose Antonio Cifuentes-Cánovas,5
1770,2769,Mateo Casal Gimeno,8
1771,2770,Carla Escalona Gascón,9
1772,2771,Lázaro del Moraleda,8
1773,2772,Úrsula Castejón-Planas,4
1774,2773,Odalis Cerro Guillen,10
1775,2774,Mamen Roman Montoya,9
1776,2775,Casandra de Haro,3
1777,2776,Sebastián Izaguirre Vilar,9
1778,2777,Albino Manso Frías,4
1779,2778,Marina Cuesta,10
1780,2779,Hermenegildo Barrera Morán,7
1781,2780,Ismael Prat Gras,6
1782,2781,Pánfilo León Aguilar,5
1783,2782,Hilda Valverde Gallego,10
1784,2783,Isidro del Revilla,10
1785,2784,Nicodemo Infante Seguí,7
1786,2785,Felicia Gomis-Salas,3
1787,2786,Julie Ramón Piñeiro,9
1788,2787,Nayara Cisneros Parra,3
1789,2788,Jose Ramón Llabrés Prieto,9
1790,2789,Selena Amaya Aliaga,1
1791,2790,Eufemia Cabeza Rubio,8
1792,2791,Azahara Arcelia Barrera Castellanos,9
1793,2792,Felicidad del Pablo,9
1794,2793,Graciano Almansa-Morell,1
1795,2794,Maribel Cornejo Tormo,7
1796,2795,Judith Carrillo Tur,2
1797,2796,Susanita Fuster Luz,7
1798,2797,Natanael Lobo Cabello,8
1799,2798,Flor Montes Cuevas,8
1800,2799,Reyna Mateu Agustí,9
1801,2800,Melania Pedrosa Pol,4
1802,2801,Baldomero Cepeda Mena,3
1803,2802,Isidoro Novoa Rincón,1
1804,2803,Esther Blasco-Plana,6
1805,2804,Victor Manuel Carreño Chaparro,3
1806,2805,Florencio Baudelio Ramón Zamora,5
1807,2806,Josep Duran-Escamilla,2
1808,2807,Melania Morillo Raya,3
1809,2808,Adelia Uriarte Arnal,3
1810,2809,Nicolasa Rey Lara,9
1811,2810,Angélica Caparrós Ferrera,8
1812,2811,Bernabé Palomo Guerra,3
1813,2812,Alberto Macías Garriga,8
1814,2813,Pedro Manuel Giralt Pol,9
1815,2814,Herminio Jose Luis Yuste Raya,10
1816,2815,Esmeralda Diez Rosselló,5
1817,2816,Gonzalo Ramos Amaya,2
1818,2817,Lilia Báez Alegre,9
1819,2818,Mohamed Echevarría Rodrigo,9
1820,2819,Aureliano Aguiló,2
1821,2820,Antonia Diego Luján,7
1822,2821,Eloísa Mur Ibáñez,2
1823,2822,Hipólito Toledo Arroyo,3
1824,2823,Teófila de Álvaro,9
1825,2824,Sara Galan Haro,7
1826,2825,Julieta Gallardo Vila,8
1827,2826,Guadalupe Córdoba Moliner,6
1828,2827,Heliodoro Garriga Gálvez,10
1829,2828,Amando Valentín Galvez Baeza,10
1830,2829,Brunilda Losa Flor,3
1831,2830,Concepción Sedano Elías,4
1832,2831,Yolanda Villaverde Valencia,6
1833,2832,Leyre Sastre Campo,3
1834,2833,Rodolfo Camino Aguiló,8
1835,2834,Araceli Miranda Hoyos,6
1836,2835,Saturnino Sureda Linares,5
1837,2836,Rogelio Calzada,9
1838,2837,Rosario Amigó Sanmiguel,8
1839,2838,Zaida Franco Borrás,6
1840,2839,Melchor Esteban Guardiola Garriga,7
1841,2840,Evelia Guijarro Alcántara,1
1842,2841,Edelmiro Cáceres Gimenez,3
1843,2842,Marco Villaverde Lorenzo,8
1844,2843,Ascensión Velasco Esparza,3
1845,2844,María Cristina Jaén-Casanova,8
1846,2845,Ágata Boada Carrasco,7
1847,2846,Alejo Pujadas Prado,6
1848,2847,Guiomar Francisco Javier Carreño Cantero,10
1849,2848,Nélida Anguita Carrión,9
1850,2849,Asunción Ferreras-Sanabria,1
1851,2850,Amaro Bermudez Mena,7
1852,2851,Martirio Somoza Larrañaga,9
1853,2852,Casemiro Tejera Sans,7
1854,2853,Patricio Valenciano Francisco,3
1855,2854,Gloria Mariño-Company,9
1856,2855,Nereida Espejo Boada,2
1857,2856,Leire Cañete Gallardo,5
1858,2857,María Luisa Arnaiz Luque,5
1859,2858,Encarnación Girón Barriga,7
1860,2859,Pilar Leal Puente,6
1861,2860,María Manuela de Peiró,6
1862,2861,Carmela Morillo Pla,5
1863,2862,Álvaro Galan Sanabria,10
1864,2863,Elpidio Fabregat Peñas,5
1865,2864,Jenaro Ferrando Quesada,2
1866,2865,Sebastian Real Gallo,7
1867,2866,Crescencia de Robles,2
1868,2867,Cristian Porcel Saavedra,6
1869,2868,Iván Arteaga,6
1870,2869,Saturnina Roig Ruiz,10
1871,2870,Victoriano Bosch,6
1872,2871,Danilo Espada,8
1873,2872,Bautista Pombo,10
1874,2873,Belen Benitez Sastre,4
1875,2874,Magdalena Amador,8
1876,2875,Celestino Amigó Tirado,8
1877,2876,Custodio del Amigó,7
1878,2877,Amancio Carro Rodrigo,1
1879,2878,Azucena Colomer Hoyos,6
1880,2879,Lorena Herrera Ponce,5
1881,2880,Fabricio Amores Antón,9
1882,2881,Emilia Jimenez,7
1883,2882,Severino Sabater-Vázquez,1
1884,2883,Heliodoro Reina Rius,1
1885,2884,Quique Losada Martí,6
1886,2885,Abilio Agustín,4
1887,2886,Jonatan Barceló Cañas,2
1888,2887,Salomón Ramírez,1
1889,2888,Kike Jacobo Tapia Azcona,10
1890,2889,Esperanza Aguilera Estevez,9
1891,2890,Vinicio Alemany-Ferrero,7
1892,2891,Julián Sabater Moreno,2
1893,2892,Alejo Bonet Barrera,9
1894,2893,Ámbar Caballero Garcia,2
1895,2894,Maribel Trujillo,8
1896,2895,Gilberto Castells Carro,2
1897,2896,Estrella Roma Romero,9
1898,2897,Jaime Mascaró Marqués,9
1899,2898,Teófilo Ibáñez Narváez,7
1900,2899,Rico Amat Segovia,4
1901,2900,Ale Morante Casanova,8
1902,2901,Modesta López,3
1903,2902,Yolanda Álvaro Bas,7
1904,2903,Perla Angélica Rey Galiano,9
1905,2904,Nydia Pont Marin,1
1906,2905,Graciana Iniesta Vega,4
1907,2906,Maricela Íngrid Villena Bustamante,10
1908,2907,Benito Llanos Sierra,10
1909,2908,Olimpia Crespo Diez,9
1910,2909,Hernando Arteaga-Alonso,6
1911,2910,Mateo de Ramos,1
1912,2911,Vilma del Leal,1
1913,2912,Tecla Zabaleta Franch,9
1914,2913,Ana Sofía Ochoa,6
1915,2914,Silvia Bernad Blanca,1
1916,2915,Micaela Marcos,10
1917,2916,Tere Cuenca Cuervo,5
1918,2917,Isaías Pablo,1
1919,2918,Jose Carlos Alemán Fábregas,1
1920,2919,Dionisio Piñol-Lara,2
1921,2920,Rufino Ramón Carnero Amor,10
1922,2921,Paloma de Escolano,7
1923,2922,Isidora Cáceres,3
1924,2923,Lucho Timoteo Llopis Salom,7
1925,2924,Venceslás de Jover,1
1926,2925,José Mari Gilabert Martorell,3
1927,2926,Brunilda Iborra Zorrilla,3
1928,2927,Leyre Cantero Cabo,6
1929,2928,Amador Solís Toro,5
1930,2929,Ovidio Cortés Sarmiento,6
1931,2930,Abilio Villena Mosquera,4
1932,2931,Tomasa Martinez-Ledesma,5
1933,2932,Anastasio Correa Barreda,8
1934,2933,Blanca Prado Llanos,4
1935,2934,Antonio Ibarra Alba,7
1936,2935,Aurelio del Blanca,9
1937,2936,Nando del Millán,9
1938,2937,Andrés Felipe Cuervo-Barrena,10
1939,2938,Mariano Ruano-Barbero,3
1940,2939,Hernán Solana Borrego,8
1941,2940,Rosa Alsina,8
1942,2941,Baltasar Pintor Pinto,10
1943,2942,Mariana Morillo Salamanca,1
1944,2943,Macaria Rosalina Molina Castilla,1
1945,2944,Humberto Ballester-Hernández,3
1946,2945,Chelo Evangelina Diego Navarrete,6
1947,2946,Renato Franch Bonet,4
1948,2947,Odalys Alvarez Alemán,1
1949,2948,Lino Cantón Rozas,1
1950,2949,Angélica Sanz Priego,3
1951,2950,Evaristo Revilla Ugarte,1
1952,2951,Teodora Pinilla Ledesma,6
1953,2952,Ezequiel Belda Saez,6
1954,2953,Rosenda Pomares Vega,4
1955,2954,Flavio Torrecilla Perelló,9
1956,2955,Clotilde Polo Meléndez,10
1957,2956,Manuela Marco-Linares,10
1958,2957,Emperatriz Badía,4
1959,2958,Amador Sastre Verdejo,7
1960,2959,Régulo Sevillano Lopez,8
1961,2960,Jose Angel Moraleda,3
1962,2961,Nayara Camps Rueda,2
1963,2962,Evita Arroyo Calderón,4
1964,2963,Manola Morillo Valderrama,1
1965,2964,Teobaldo Cardona Márquez,4
1966,2965,Elías Figuerola Galiano,4
1967,2966,Cristian Carreras Roselló,10
1968,2967,Toño Vilaplana Uriarte,6
1969,2968,Reina Nogueira Puig,8
1970,2969,Pastora Barberá Paz,6
1971,2970,Amílcar Garzón Huertas,6
1972,2971,Consuela Dalmau,9
1973,2972,Marina Carina Prado Vilaplana,10
1974,2973,Simón del Lamas,6
1975,2974,Antonio Alcolea Briones,10
1976,2975,Aristides Palomino Portillo,4
1977,2976,Francisco Guillen Gimeno,5
1978,2977,Carmelita Otero Porcel,9
1979,2978,Ambrosio Cal Bustos,4
1980,2979,Josué Corominas,6
1981,2980,Paca Nevado,9
1982,2981,Rita Collado-Bosch,4
1983,2982,Federico Bueno Guijarro,6
1984,2983,Rodrigo Font Rey,5
1985,2984,Chus Baños Corral,1
1986,2985,Eligia Infante-Ortiz,9
1987,2986,Amor Salinas Benito,1
1988,2987,Ester Vigil Ferreras,7
1989,2988,Fernanda de Larrañaga,7
1990,2989,Florinda Luque Ibarra,4
1991,2990,Olimpia Montenegro Camino,8
1992,2991,Paola Córdoba-Piñeiro,4
1993,2992,Macario Navarrete Acedo,3
1994,2993,Ale Galvez Querol,4
1995,2994,Camila Guitart Lobo,5
1996,2995,Fidela de Valls,3
1997,2996,Matilde Torrents Pombo,5
1998,2997,Bernardo Oliver Olivares,3
1999,2998,Marita Armengol Arteaga,4
2000,2999,Alba Parejo Ugarte,8
2001,3000,Candelario Morata Sobrino,6
2002,3001,Chita Mosquera-Delgado,3
2003,3002,Valentina Villar Torrecilla,1
2004,3003,Rosenda Salgado Agustí,10
2005,3004,Clementina del Navas,4
2006,3005,Marco Martín Jiménez Manjón,7
2007,3006,Aurelio Manzano Saldaña,4
2008,3007,Régulo Narciso Pineda Cobos,4
2009,3008,Alejandro Izaguirre Fabra,2
2010,3009,Saturnino Rozas Aramburu,1
2011,3010,Cándida del Salom,3
2012,3011,Abraham Chico Nebot,4
2013,3012,Gerardo Sala Girón,1
2014,3013,Leonel Salom Valentín,1
2015,3014,Virginia Carpio Tomás,8
2016,3015,Leopoldo Narváez,1
2017,3016,Constanza Ayllón-Jaén,9
2018,3017,Graciela Mendizábal Almagro,5
2019,3018,María Belén Ferreras Múgica,10
2020,3019,Josefina Villaverde,9
2021,3020,Rufino Giménez Morata,3
2022,3021,Cirino Patiño Casanovas,8
2023,3022,Samuel Talavera,9
2024,3023,Jose Ramón Suárez Pont,8
2025,3024,Octavio Manzanares Español,5
2026,3025,Herberto Sáenz Busquets,4
2027,3026,Eloísa Ocaña Rocha,5
2028,3027,Gaspar Flor Morata,5
2029,3028,Lázaro Peiró,8
2030,3029,Valentina Sacristán Jiménez,4
2031,3030,Noé Leon Goicoechea,2
2032,3031,Severo Medina Enríquez,5
2033,3032,Felipa Escalona Carmona,10
2034,3033,Damián Cervera Guerrero,6
2035,3034,Manuela Perlita Pina Pedro,2
2036,3035,Augusto Coello Macías,2
2037,3036,Lope Doménech,6
2038,3037,Zoraida Guzman Coello,6
2039,3038,Narciso Avilés Bas,4
2040,3039,Soledad Gertrudis Solano Lluch,6
